"[""RechercheClinique(GRC)'déﬁcienceintellectuelleetautisme"", ""RechercheClinique(GRC)'déﬁcienceintellectuelleetautisme"", 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD', 'ASD', 'PROPN', 'NNP']"
"['ASD-', 'ASD-', 'PROPN', 'NNP']"
"['ASD-', 'ASD-', 'PROPN', 'NNP']"
"['ASD.Furtherstudieswillbeperformedtovalidatethenew', 'asd.furtherstudieswillbeperformedtovalidatethenew', 'NOUN', 'NN']"
"['ASD.P0913', 'ASD.P0913', 'PROPN', 'NNP']"
"['ASD+PDA+', 'ASD+PDA+', 'PROPN', 'NNP']"
"['ASD=53', 'asd=53', 'NOUN', 'NN']"
"['ASD=53', 'asd=53', 'NOUN', 'NN']"
"['ASD=53', 'ASD=53', 'PROPN', 'NNP']"
"['ASDandbrainvolume', 'asdandbrainvolume', 'NOUN', 'NN']"
"['ASDandbrainvolume', 'asdandbrainvolume', 'NOUN', 'NN']"
"['ASDandoverridingaorta)andcongenitalcutaneous', 'asdandoverridingaorta)andcongenitalcutaneous', 'ADJ', 'JJ']"
"['ASDbyreducingitsgenotypicheterogeneityi.e.clustering', 'asdbyreducingitsgenotypicheterogeneityi.e.clustere', 'VERB', 'VBG']"
"['ASDbyreducingitsgenotypicheterogeneityi.e.clustering', 'asdbyreducingitsgenotypicheterogeneityi.e.clustere', 'VERB', 'VBG']"
"['ASDbyreducingitsgenotypicheterogeneityi.e.clustering', 'asdbyreducingitsgenotypicheterogeneityi.e.clustere', 'VERB', 'VBG']"
"['ASDdataset', 'ASDdataset', 'PROPN', 'NNP']"
"['ASDdataset', 'ASDdataset', 'PROPN', 'NNP']"
"['ASDdataset', 'ASDdataset', 'PROPN', 'NNP']"
"['ASDhaveuniquefacialcharacteristicsthatcouldbeusedas', 'ASDhaveuniquefacialcharacteristicsthatcouldbeusedas', 'PROPN', 'NNP']"
"['ASDII', 'asdii', 'NOUN', 'NN']"
"['ASDII', 'ASDII', 'PROPN', 'NNP']"
"['ASDII', 'ASDII', 'PROPN', 'NNP']"
"['ASDII', 'ASDII', 'PROPN', 'NNP']"
"['ASDII', 'ASDII', 'PROPN', 'NNP']"
"['ASDII', 'ASDII', 'PROPN', 'NNP']"
"['ASDII', 'ASDII', 'PROPN', 'NNP']"
"['ASDII', 'ASDII', 'PROPN', 'NNP']"
"['ASDP', 'asdp', 'NOUN', 'NN']"
"['ASDP', 'asdp', 'NOUN', 'NN']"
"['ASDP', 'asdp', 'NOUN', 'NN']"
"['ASDP', 'ASDP', 'PROPN', 'NNP']"
"['ASDP', 'ASDP', 'PROPN', 'NNP']"
"['ASDP', 'ASDP', 'PROPN', 'NNP']"
"['ASDP', 'ASDP', 'PROPN', 'NNP']"
"['ASDP', 'ASDP', 'PROPN', 'NNP']"
"['ASDP', 'ASDP', 'PROPN', 'NNP']"
"['ASDP4', 'ASDP4', 'PROPN', 'NNP']"
"['ASDpatients', 'asdpatient', 'NOUN', 'NNS']"
"['ASDpatients', 'asdpatient', 'NOUN', 'NNS']"
"['ASDpatients', 'asdpatient', 'NOUN', 'NNS']"
"['ASDpatients', 'asdpatient', 'NOUN', 'NNS']"
"['ASDpatientsII)thefunctional', 'ASDpatientsII)thefunctional', 'PROPN', 'NNP']"
"['ASDpatientsII)thefunctional', 'ASDpatientsII)thefunctional', 'PROPN', 'NNP']"
"['ASDPwith', 'ASDPwith', 'PROPN', 'NNP']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'asd', 'NOUN', 'NNS']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNP']"
"['ASDs-', 'ASDs-', 'PROPN', 'NNP']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDs', 'ASDs', 'PROPN', 'NNPS']"
"['ASDsandthree', 'asdsandthree', 'NOUN', 'NN']"
"['ASDshave', 'ASDshave', 'PROPN', 'NNP']"
"['ASDshave', 'ASDshave', 'PROPN', 'NNP']"
"['ASDshave', 'ASDshave', 'PROPN', 'NNP']"
"['ASDtraits', 'asdtrait', 'NOUN', 'NNS']"
"['aserotoninreceptorhypothesizedtoplayaroleinautism-', 'aserotoninreceptorhypothesizedtoplayaroleinautism-', 'PROPN', 'NNP']"
"['Asperger', 'asperger', 'ADJ', 'JJ']"
"['Asperger', 'asperger', 'ADJ', 'JJ']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Asperger', 'Asperger', 'PROPN', 'NNP']"
"['Aspergers', 'Aspergers', 'PROPN', 'NNP']"
"['Aspergers', 'Aspergers', 'PROPN', 'NNP']"
"['Aspergers', 'Aspergers', 'PROPN', 'NNP']"
"['AspergerSyndrome(AS)isone', 'aspergersyndrome(as)isone', 'NOUN', 'NN']"
"['AspergerSyndrome(AS)isone', 'aspergersyndrome(as)isone', 'NOUN', 'NN']"
"['AspergerSyndrome(AS)isone', 'aspergersyndrome(as)isone', 'NOUN', 'NN']"
"['AspergerSyndrome(AS)isone', 'aspergersyndrome(as)isone', 'NOUN', 'NN']"
"['autism(Caucasianancestry)fromtheSPARKcohortwithgenome-', 'autism(Caucasianancestry)fromtheSPARKcohortwithgenome-', 'PROPN', 'NNP']"
"['autism(Caucasianancestry)fromtheSPARKcohortwithgenome-', 'autism(Caucasianancestry)fromtheSPARKcohortwithgenome-', 'PROPN', 'NNP']"
"['Autism', 'autism', 'ADJ', 'JJ']"
"['Autism', 'autism', 'ADJ', 'JJ']"
"['autism', 'autism', 'ADJ', 'JJ']"
