Title,Session_Code,Author,Affiliations,Text,Year
Pyknodysostosis: report of three patients,P181.,"R. Lima1, J. Pinto Basto1, G. Soares1, A. Beleza1, J. Saraiva2, A.  Fortuna1","1Institute of Medical Genetics, Porto, Portugal, 2Medical Genetics  Dept Childrenâs Hospital, Coimbra, Portugal.   ","Pyknodysostosis (MIM: 265800) is a rare autosomal recessive  disease characterized by short stature, distal phalanges acro  osteolysis, increased bone density with fragility, delayed suture  closure, clavicle and skull deformities and dental anomalies.  Characteristically the mandibular angles are absent. This disease is caused by cathepsin K deficiency, and treatment is  supportive. We report three patients observed at our outpatient clinic and will  describe the clinical and radiological features that allowed the  diagnosis. The molecular studies and genetic counselling are discussed.",2003
A further case of Fryns syndrome without  diaphragmatic hernia.,P182.,"C. Vasudevan , H. Stewart","Dept of Clinical Genetics, Churchill Hospital, Oxford, United  Kingdom.   ","We report on a child with Fryns syndrome including characteristic  coarse hirsute facial appearance, cleft lip and palate, cardiac  anomaly, renal anomalies, dilated bowel and distal limb  abnormalities. However diaphragmatic hernia, which is considered a  cardinal feature in this condition, was absent in our patient. Parents  were consanguineous supporting autosomal recessive inheritance.  In summary, Fryns syndrome is a malformation syndrome  characterised by craniofacial anomalies, distal limb malformations  and diaphragmatic defects. However the diaphragmatic defects may  not be mandatory and we submit a table comparing our case with  other published cases of Fryns syndrome.",2003
"Two sisters with a neuromuscular disorder,  congenital cardiac malformation and dysmorphism: a  new recessive syndrome ?",P183.,"M. S. Mancini , D. Moens Moensdijk, R. F. M. de Coo, A. de  Goede Bolder","Erasmus University Medical Center, Rotterdam, The Netherlands","We report on two sisters from consanguineous parents with a  yet unknown neurodegenerative disorder, congenital cardiac Clinical Genetics and Dysmorphology100 101 malformation and facial dysmorphism. Both patients suffered from  severe mental retardation, borderline microcephaly, progressive  diffuse cerebellar atrophy, hypotonia, cerebellar tremors with reduced  spontaneous motility and hyporeflexia, retinitis pigmentosa, severe  post valvular aortic stenosis with very thin aortic arch, secondary  hypertension, left ventricular hypertrophy, vescico ureteral reflux with  atonic bladder. The EMG was compatible either with first motoneuron  disease or peripheral neuropathy. The brain stem evoked potentials  showed unstable and delayed responses compatible with brain  stem abnormality. Swallowing function was lost by the end of the  first year. Dysmorphism consisted of deep set eyes with absence of  orbital fat, prominent forehead and abnormal fat distribution on the  cheeks but also on the hands, feet and mons pubis. Both girls died  of heart failure. The muscular biopsy was suspected for fat storage.  Cockayne sundrome, SCA2, SCA7 (including the form with extreme  repeat expansion), several disorders of fat metabolism (peroxisomal,  cholesterol precursors and  esthers, bile acids including cholestanol,  mitochondrial fatty acids, sphingolipids), CDG syndromes and  lysosomal disorders were excluded. Chromosomes and FISH at  22q11 locus were normal in blood and skin fibroblasts. Routine  analysis of point mutations and deletions in mtDNA was normal.  Two sibs and both parents are healthy. DNA analysis of SCA2 with  extreme repeat expansion is pending. Although the brain anomalies  are suggestive of a progressive pontocerebellar hypoplasia, the  association with eye abnormalities, dysmorphic features and a rare  congenital vascular abnormality rather suggest a separate syndrome.",2003
Genetic malformation syndromes   how useful is  information in the Internet for patients and their families,P184.,"Schmidt1, P. Ruegenberg1, J. Kunze2, J. Pelz1","1Charite Campus Mitte Reformstudiengang Medizin, Berlin, Germany,  2Charite Campus Virchow Institut fuer Humangenetik, Berlin,  Germany","The Internet has become an effective source of information for large  numbers of health consumers and the general public. Health related  web sites are among those pages of the Internet with the highest rate  of interest. Since anyone can create his own web site the quality of the  information in the web is highly questionable. This may cause serious  problems in the realm of medicine. For 40 malformation syndromes we analyzed the first 20 URLs  provided by a search engine in the English and the German part of  the web according to predefined criteria, which comprised formal  characteristics of the respective web site, and for the syndromes the  correctness of clinical description, etiology, diagnosis and diagnostic  procedures, prognosis and psychosocial aspects. We found a high quality of web sites for 19 of the 40 syndromes in  the English speaking part of the web and for 13 syndromes in the  German speaking part. A positive correlation existed between the  length of the web site and itâs quality, while no correlations were  found between the prevalence of a syndrome or the number of  scientific publications and the number of web pages. While it is evident, that the Internet shows a high power, velocity,  fecundity and efficiency for the processing of information, the problem  of reliability remains unresolved up to now, however.",2003
Some bone and teeth dysplasias,P185.,"Kuklik , J. Handzel","1st Faculty of Medicine, Charles University, Prague, Czech Republic","The bone and teeth dysplasias represent a numerous series of  growth defects of hereditary origin. Their symptomatology exhibit a  large scale of abnormalities which are the aim of this presentation. From the broad scale of diseases we demonstrate following  conditions:   amelogenesis imperfecta   dentinogenesis and/or osteogenesis imperfecta   some syndromes with manifestation in orofacial area In all our observed cases the clinical examination was acompanied by  genealogical and laboratory (histological, cytogenetical and molecular  biological methods) as well as stomatological examination. The analysis of our data showed some interesting relationships  between bone, hard dental tissues and mesenchymal orofacial  structures. The most promising direction of our further research seems to be the correlation between osteoblasts and odontoblasts in selected cases  of osteogenesis imperfecta with inborn defects of collagen I. The precise etiopathogenetic knowledge promotes the correct genetic  diagnostics which is of crucial importance for determining further  medical preventive tactics.",2003
A Translocation Breakpoint Disrupts The Aspm  Gene In A Patient With Primary Microcephaly,P186.,"Pichon1, G. Bourrouillou2, L. Duprez1, M. Abramowicz1","1HÃ´pital Erasme, Bruxelles, Belgium, 2CHU Purpan, Toulouse,  France","Primary microcephaly (microcephalia vera) is a developmental  abnormality resulting in a small brain, with mental retardation. It  is usually transmitted as an autosomal recessive trait, and five  loci have been reported to date. We and others reported linkage  of primary microcephaly to MCPH5 at 1q25 q31 by homozygosity  mapping. We here report the molecular characterization of a  translocation breakpoint at 1q25 31 found in a microcephalic patient.  A lymphoblastoid cell line was established from a patientâs relative  who bears the same translocation, t(1 ;4)(q31;p15.3). BAC clones  spanning the linkage region were purchased from publicly available  resources. One of these BACs, RP11 32D17, produced a FISH signal  on both chromosomes 1q and 4p, while BACs with more telomeric  1q inserts were translocated to 4p. We then showed that the  translocation disrupts a 9 kb BamH1 digestion fragment subcloned  from RP11 32D17 and used as a FISH probe. This segment is  located within the ASPM gene, which was recently shown to bear  point mutations in patients with MCPH5 linked autosomal recessive  microcephaly. We conclude that the very rare translocation observed  in our patient caused microcephaly by disrupting one allele of ASPM,  and presume that his second allele bears a yet unidentified point  mutation.",2003
Nasopharyngeal teratoma and diaphragmatic  hernia: a non random association?,P187.,"Moschetta1, F. Natacci2, M. F. Bedeschi2, M. Disegni3, T. Rizzuti4,  F. Mosca5, F. Lalatta2","1Prenatal diagnosis Unit, ICP, Clinica Mangiagalli, Milan, Italy,  2Medical genetics Unit, ICP, Clinica Mangiagalli, Milan, Italy,  3Cytogenetic Laboratory, ICP, Clinica Mangiagalli, Milan, Italy,  4Pathology Unit, ICP, Clinica Mangiagalli, Milan, Italy, 5Neonatology  Unit, ICP, Clinica Mangiagalli, Milan, Italy","Diaphragmatic hernia can occur as an isolated event, or combined  with other malformations in syndromes, associations or chromosomal  anomalies. Genetic syndromes in which the defect is part of the  clinical spectrum or is an associated feature are well known. We  report on the association between diaphragmatic hernia and  nasopharyngeal teratoma. To the best of our knowledge this is the  second report of such an association (Aughton et al, 1990). A 33 year old pregnant woman, gravida 1 para 0, come to our  attention for a suspicion of foetal diaphragmatic hernia at 32 weeks. The ultrasound evaluation confirmed the presence of a diaphragmatic  hernia with liver and stomach herniation causing dextrocardia  and disclosed the presence of depressed nasal bridge, a lower lip  protrusion, a suspicion of macro and protruding tongue, abnormal  hand bone length and abnormal foot position. Other morphological  data were normal. Amniocentesis, performed due to the presence of  the malformations, showed a normal foetal karyotype (46,XX). The baby born at 38 weeks (weight: 2670 gr) by cesarean section for  foetal distress, and died soon after birth. Pathology revealed craniofacial dysmorphisms (short palpebral  fissures, hypertelorism, broad nasal bridge), the presence of a  voluminous mass protruding from the mouth, abnormal tongue,  lumbar vertebral schisis, diaphragmatic hernia and a bicornuate  uterus. Histology of the mass confirmed that it was a hairy polyp  nasopharyngeal teratoma. Overlap of the clinical spectrum of our case and the one previously  reported suggests the same aetiology. Other possible differential  diagnoses are considered.Clinical Genetics and Dysmorphology102 103",2003
Family case of acrodermatitis enteropathica  (MIM201100),P188.,"P. Monakhova , M. O. Mkheidze","Medical Academy for postgraduate training, St Petersburg, Russian  Federation.   ","Acrodermatitis enteropathica (AE) is a rare autosomal recessive  disease, an inborn error of metabolism resulting in zinc  malabsorbtion. The main symptoms are dermatitis, diarrhea and zinc  deficiency. We report on the family case with AE. Proband parents  are not consanguineous. The elder sister was born after the 1st  physiological pregnancy by spontaneous normal delivery. Her birth  weight was 3,9kg (97th centile), her length was 53cm (75th centile).  3 mo and 8 mo aged she was admitted to hospital with bilateral  microfocal pneumonia and bronchopneumonia. At 8 mo and 9 mo  of age she had aphthous stomatitis and diffuse progressive erosive  crusted rash with accentuation of lesions in skin creases and at  mucocutaneous junctions. Her symptoms resolved within 5 days of  initiating oral Enteroseptol (1g/day) supplements. At 5.5, 16 and 18  yr of age she had recurrence of AE. When she was 16 yr old ZnO  supplements were initiated. At 18yr of age she had low blood zinc  levels (0.053 vs 0.1 mg/dl). Before her first pregnancy she had some  episodes of skin lesions around mouth and on the heel region. Her  blood zinc level was 0.04 mg/dl when she was primigravida. Dose  of ZnO was elevated till 0.15 per day. Her pregnancy and labor were  successful. Her son has no symptoms of AE and blood zinc level is  normal . Healthy younger sister of proband developed sings of AE  when she was 4 mo old. She has mild symptoms of AE and uses  lesser doses of ZnO.",2003
True mosaicism in a case of Williams syndrome,P189.,"Castillo1, X. Carrasco2, P. Rothhammer3, M. Aracena4, V. Daher1,  L. PÃ©rez Jurado5, M. del Campo5, L. Magano5, F. Aboitiz3","1GenÃ©tica, Hospital ClÃ­nico Universidad de Chile, Santiago, Chile,  2Instituto Ciencias BiomÃ©dicas, Universidad de Chile, Santiago,  Chile, 3PsiquiatrÃ­a, Universidad CatÃ³lica de Chile, Santiago, Chile,  4GenÃ©tica, Hospital LCMackenna, Santiago, Chile, 5GenÃ©tica,  Universidad Pompeu Fabra, Barcelona, Spain","Williams syndrome is a neurodevelopmental disorder with  multisystemic manifestations. Most patients (>96%) exhibit a  common 1,5 Mb de novo heterozygous deletion in 7q11.23 that  results from non allelic homologous recombination between regional  segmental duplications during meiosis. To our knowledge, mosaicism  has never been reported. We have studied a 5 year old Chilean patient with characteristic  facial features, supravalvular aortic stenosis, gastroesophageal  reflux, bilateral inguinal hernia, hoarse voice, severe psychomotor  retardation, characteristic autistic features, besides global delay  in language development and partial heterochromia of the left  iris. Repeated FISH analyses on two independent blood samples  showed the coexistence of cells with and without a heterozygous  deletion of the ELN probe (deletion of 46% and 41% out of 80 and  39 metaphases, respectively). Typing of short tandem repeats on  blood genomic DNA revealed biparental inheritance with a relative  dosage reduction of the paternally inherited allele (47 51%) at  HSB055XE5, ELN and D7S1870, while normal dosage ratios were  found at D7S672 and D7S2518. Our data indicate the presence of  somatic mosaicism in lymphocytes for the common WS deletion.  Other tissues are currently being analysed. Contrary to expected, the  phenotype of the patient is rather severe.",2003
The 3D face of Smith Magenis syndrome (SMS): a  study using dense surface models,P190.,"Hammond1, T. J. Hutton1, J. E. Allanson2, A. C. M. Smith3","1University College London, London, United Kingdom, 2Childrenâs  Hospital of Eastern Ontario, Ottawa, ON, Canada, 3National Institute  of Health, Bethesda, MD, United States","The SMS facial phenotype has been studied previously both  subjectively and objectively, the latter using anthropometry. Here,  we build a 3D surface model of face shape using images of 30  individuals with SMS and 146 controls, all under 20 years. A dense  correspondence of thousands of points on each of the faces is  computed and their co ordinates are subject to a principal component analysis (PCA). This reduces the number of variables from tens  of thousands to just 44 PCA modes, giving a compact model that  is computationally amenable to further analysis. A linear morph  between the average face surfaces of each subgroup gives a  dramatic 3D visualisation of dominant shape differences including  many identified previously: broad and square face shape; heavy  brow; close deep set eyes; and major nose and upper lip differences.  Notable are the upward and backward displacement of the pronasale  and outward rotation of the philtrum giving the previously noted  âtented appearanceâ. The PCA modes were analysed using pattern  recognition techniques to discriminate between SMS subjects and  controls using 10 fold cross validation of training and unseen test  sets. The best performing algorithm, nearest mean, gave an average  specificity of 96%, a sensitivity of 80% and an overall accuracy of  93%. These results confirm the potential of 3D dense surface models  to support both training and clinical practice in dysmorphology. When  more SMS data is available, even better results are anticipated.",2003
Seckel phenotype and partial GH deficiency in a  patient with Wolf Hirschhorn syndrome.,P191.,"Titomanlio1, A. Romano1, A. Conti2, R. Genesio2, M. C. Salerno1,  M. Tardi1, D. De Brasi1, E. Del Giudice1","1Dept of Pediatrics Federico II University, Naples, Italy, 2Dept of Cell  Biology Federico II University, Naples, Italy","Wolf Hirschhorn syndrome (WHS) is caused by a variably sized  deletion of chromosome 4 involving band 4p16 whose typical  craniofacial features are âGreek warrior helmet appearanceâ of the  nose, microcephaly and prominent glabella. Almost all patients show  mental retardation and pre postntal growth delay. Patient was born at term, after a pregnancy charachterized by IUGR.  Delivery was uneventful. Developmental delay was evident since the  first months of life. At 2 years he developed generalized tonic clonic  seizures. Because of short stature, low growth velocity and delayed  bone age, at 4 years he underwent growth hormone (GH) evaluation.  Peak GH after two provocative tests revealed a partial GH deficiency.  Clinical observation at 7 years disclosed a facial appearance  resembling Seckel syndrome, with microcephaly, prominent eyes  and beaked nose. Brain MRI showed left temporal mesial sclerosis.  GTG banded karyotype was normal. Because of mental retardation,  subtelomeric FISH analysis was performed, disclosing a large  deletion involving 4p16 >pter (about 4 Mb), in the proband, not  present in the parents. Seckel syndrome could be confused with WHS because of IUGR,  postnatal growth deficiency, microcephaly and beaked nose, but only  one patient with striking Seckel like phenotype has been reported. The smallest deletion detected in WHS includes two candidate  genes, WHSC1 and WHSC2, reported in a patient. Interestingly,  he did not show shortness of stature, that could be due to the  haploinsufficiency of other genes localized in the flanking regions.  Contribution of GH alterations and possible GH therapy should be  further evaluated in WHS patients.",2003
Normal live born offspring of an Angelman  syndrome mother with the Prader Willi syndrome  phenotype,P192.,"Aldridge1, L. Jenkins1, M. Bitner Glindzicz2,1, G. Norbury1,2","1Great Ormond Street, London, United Kingdom, 2Institute of Child  Health, London, United Kingdom","Angelman Syndrome (AS) and Prader Willi Syndrome (PWS) are  two clinically distinct neurodevelopmental conditions that are caused  by the lack of expression of imprinted genes in the PWS/AS critical  region on chromosome 15q11 q13. This can result from one of  several genetic mechanisms, which include deletions, uniparental  disomy, intragenic mutations, imprinting mutations and rare balanced  translocations. We report on a woman who presented with a clinical PWS  phenotype, but following molecular testing was diagnosed with  atypical AS. Microsatellite analysis in the proband showed biparental  inheritance of markers located within and outside of the AS/PWS  critical region. The combination of an abnormal methylation pattern  and biparental inheritance indicated that the cause of AS in the  proband was due to an imprinting mutation carried on her maternal  chromosome. Haplotype analysis showed that the proband and her Clinical Genetics and Dysmorphology102 103 unaffected brother had inherited the same maternal chromosome,  suggesting that the imprinting mutation had arisen de novo  or that  the probandâs mother was a gonadal mosaic. A faint maternal band  on the probandâs blot was suggestive of mosaicism. Further analysis  showed that the child of the proband had also inherited the mutation  carrying grand maternal chromosome. The normal phenotype and  methylation of the child provides evidence that the proband was  a mosaic. This case report has identified another AS patient with  the PWS phenotype, has described the first case of a live born  unaffected offspring of an AS patient and has provided evidence  that these mild AS phenotypes are the product of de novo  imprinting  mutations resulting in cellular mosaicism.",2003
Apparent mosaic imprinting defect characteristic  of Angelman syndrome in a patient presenting for  molecular genetic analysis for Prader Willi syndrome,P193.,"I. Sawyer1, R. Holt1, J. Harrison1, C. King2, J. Osborne3, R.  Newbury Ecob2, L. Tyfield1","1Molecular Genetics Department, Southmead Hospital, Bristol, United  Kingdom, 2Clinical Genetics Department, Royal United Hospital, Bath,  United Kingdom, 3Paediatrics Department, Royal United Hospital,  Bath, United Kingdom","A 16 year old patient with delayed development and obesity was  referred for cytogenetic and molecular genetic analysis for fragile  X and Prader Willi syndromes. Methylation analysis at the SNRPN  locus using Southern Blotting revealed a strong paternal band but  a faint maternal band, a pattern more consistent with a mosaic  Angelman result than a Prader Willi result. Methylation specific PCR  analysis and repeat blot analysis on a second sample confirmed this  result thereby excluding technical artefact. FISH analysis using a  probe for D15S10 excluded a deletion or duplication of this region. Microsatellite analysis using markers across 15q11 q13 and in  distal 15q revealed a pattern consistent with biparental inheritance.  This supports the proposal that this patient is mosaic for an  imprinting defect resulting in the majority of lymphocytes having  both chromosome 15s marked with a maternal epigenotype at this  locus. This is a further case of a patient with AS presenting with  features of PWS caused by a mosaic imprinting defect (as reported  by Gillessen Kaesbach G et al (1999). Cases of both atypical  and typical AS have been reported with a similar result (K Buiting,  personal communication). None of these patients has an IC deletion,  however the patient reported here will be analysed for an IC deletion  to exclude a raised recurrence risk. More detailed clinical details regarding this patient will be presented.",2003
Characteristics of Prader Willi syndrome in  neonates and young infants,P194.,"H. Tsai1,2, S. J. Lin3, W. T. Chang4, C. N. Shiue5, C. C. Chen6, P.  L. Kuo7","1Department of Pediatrics, Chi Mei Foundation Medical Center,  Tainan, Taiwan Republic of China, 2Institute of Clinical Medicine,  College of Medicine, National Cheng Kung University, Tainan,  Taiwan Republic of China, 3Department of Pediatrics, National  Cheng Kung University Hospital, Tainan, Taiwan Republic of China,  4Department of Biochemistry, College of Medicine, National Cheng  Kung University, Tainan, Taiwan Republic of China, 5Department of  Pediatrics, Tzu Chi Dalin General Hospital, Chia yi, Taiwan Republic  of China, 6Institute of Molecular Medicine, College of Medicine,  National Cheng Kung University, Tainan, Taiwan Republic of China,  7Department of Obstetrics and Gynecology, National Cheng Kung  University Hospital, Tainan, Taiwan Republic of China","Prader Willi syndrome (PWS) is an imprinting disorder characterized  by feeding difficulty, infantile hypotonia, obesity, hypogonadism, and  mental retardation. Diagnosis of PWS in young infants is important  not only for the avoidance of unnecessary invasive diagnostic  procedures but also for the consideration of preventive and  therapeutic options. From May 1, 1999 to December 31, 2002, 259 cases of suspected  PWS were collected. Methylation specific PCR was performed to  amplify the CpG island of the SNRPN  gene. Of the 27 infants less  than 3 months of age and suspected of PWS, 16 (59.3%) showed  the 174 bp maternal specific band only and proved to be PWS. The occurrences of the major consensus diagnostic criteria for PWS in  the 16 infants were as follows: central hypotonia, 14 patients (87.5%);  feeding problems, 15 patients (93.8%); excessive weight gain, 0  patients (0%); characteristic facial features, no less than 3 items  present in 8 patients (50%); hypogonadism, 11 patients (68.8%);  global developmental delay, 2 patients (12.5%); hyperphagia, 0  patients (0%). In 6 PWS patients, the minor consensus diagnostic  criteria for PWS were also recorded, and the occurrences were  as follows: hypopigmentation, 4 patients (66.7%); decreased fetal  movement, 4 patients (66.7%); infantile lethargy or weak cry, 3  patients (50%); small hands and/or feet, 1 patient (16.7%); narrow  hands with straight ulnar border, 1 patient (16.7%). The average  score according to diagnostic criteria was 3. We conclude that methylation specific PCR is a useful tool for the  rapid screening of PWS, especially in neonates or young infants with  obscure characteristic features.",2003
Recurrence of Prader Willi syndrome due  to (presumed) paternal germinal mosaicism for an  imprinting centre deletion,P195.,"W. Lunt1, H. Sawyer2, K. Buiting3, J. Affleck4, J. Harrison2, R. Holt2,  A. Gardner2, L. Burvill Holmes2, T. Davies2, L. Tyfield2","1St Michaels Hospital, Bristol, United Kingdom, 2Southmead  Hospital, Bristol, United Kingdom, 3Institut fur Humangenetik ,  Universitatsklinikum Essen, Essen, Germany, 4Gloucestershire Royal  Hospital, Gloucester, United Kingdom.   ","Historically, the recurrence risk for Prader Willi syndrome (PWS) has  been considered to be minimal. While true for cytogenetically visible  deletions or uniparental disomy (except consequent on maternal  translocation), there are now several reported cases with much  smaller deletions affecting the imprinting center (IC). Most of these IC  deletions are familial mutations, inherited from the father. We report a couple in their 30âs whose first child (LT) has PWS due  to IC deletion, identified by FISH and DNA methylation studies, and  which spans all exons of the SNRPN gene and at least 35 kb of  the IC region proximal to SNRPN. A normal SNRPN dosage blot on  parental DNA suggested the deletion had arisen de novo, although  cannot exclude germinal mosaicism. In a second pregnancy, DNA was obtained from an 11 week CVS.  Methylation analysis for SNRPN exon 1 region performed by  Southern blot, and methylation specific PCR, showed a pattern  consistent with recurrence of PWS, but the FISH probe required  previously to demonstrate deletion in LT was no longer commercially  available. Confirmation of recurrence came from microsatellite  marker PAR SN, which maps 5 kb distal to SNRPN and lies inside  the deletion. This demonstrated 2 normal alleles in peripheral blood  DNA in both parents, but only a maternal allele in the CVS sample,  identical with LT. The couple chose termination of pregnancy. We  assume that the father has germinal mosaicism for the IC deletion,  and hope to explore the possibility of single sperm FISH for  confirmation.",2003
UBE3A gene mutations in Finnish Angelman  syndrome patients detected by conformation sensitive  gel electrophoresis,P196.,"Kokkonen , K. Rapakko, M. Vaisanen, J. Leisti","University of Oulu, Oulu, Finland","Intoduction . Angelman syndrome (AS) is a neurogenetic disorder  associated with loss of maternal gene expression in chromosome  region 15q11 q13 due to either maternal deletion, paternal  uniparental disomy (UPD), imprinting defect, mutation in the UBE3A   gene or unidentified mechanism(s). UBE3A  encodes an ubiquitin  protein ligase and shows brain specific imprinting. We have analysed  the UBE3A  coding region in ten AS patients with a normal biparental  inheritance and normal DNA methylation pattern at 15q11 q13. Methods.  For screening of mutations both CSGE (conformation  sensitive gel electrophoresis) and sequencing were used. Results.  A disease causing mutation was identified in five of the  patients: two novel missense mutations (902A >C, 975T >C)  and three deletions (1930delAG in one and 3093delAAGA in two  patients). These deletions have been reported previously in other AS  patients, suggesting that both sites may be prone to deletions in the  UBE3A  gene. All present AS cases were sporadic, but a mosaicism Clinical Genetics and Dysmorphology104 105 for the mutation 902A >C was found in the patientâs mother. Conclusions . Screening for UBE3A  mutations in AS patients was  found useful both for the confirmation of the diagnosis and for genetic  counselling. CSGE was found to be a sensitive and simple method  for mutation analysis of UBE3A .",2003
Prevalence of Prader Willy syndrome and  Angelman syndrome in Estonian children,P197.,"Ãunap1, E. Ãiglane2, H. Sibul3, R. Zordania4, T. Ilus1, T. Talvik2","1Medical Genetics Center, United Laboratories, Tartu University  Clinics, Tartu, Estonia, 2Department of Pediatrics, University of Tartu,  Childrenâs Clinic of Tartu University Clinics, Tartu, Estonia, 3Molecular  Diagnostic Centre, United Laboratories, Tartu University Clinics,  Tartu, Estonia, 4Tallinnâs Children Hospital, Tallinn, Estonia","The purpose of this study was to establish the prevalence of  Angelman syndrome (AS) and Prader Willy syndrome (PWS) in  Estonia. In year 2000 we started a focused search for the patients with AS  and PWS. Only 2 patients with AS and 2 patients with PWS were  diagnosed before. The target population consisted of children  referred to the two Children Hospitals or to genetic counselling due to  developmental delay. In addition, we visited all Estonian institutions  for disabled children. The selection of investigated patients based on  the consensus diagnostic criteria for PWS described by Williams et al  (1995), and for AS by Holm et al (1993). The DNA methylation test was carried out in 45 patients with  suspicion of PWS and in 73 patients with suspicion of AS, this test  was positive in 6 and 3 patients, respectively. Patients with positive  test results and previously diagnosed patients were analysed by FISH  and chromosomal analysis. From 8 identified PWS patients 4 had a  deletion in the region 15q11 13, one had a translocation 15;15 and 3  had a matUPD15. From 5 AS patients 4 had a deletion and 1 had a  patUPD15. Two patients with AS were included into study based on  clinical picture only. The preliminary prevalence of PWS and AS in Estonia was estimated  as 1:40000 and 1:46000, respectively. The search of AS and  PWS patients among disabled children gave us 9 new previously  undiagnosed cases. UBE3A and MECP2 gene mutational analysis  should be done in the patients with atypical AS.",2003
Myelodysplastic findings in patients with  chromosome 22q11.2 microdeletion,P198.,"Derbent1, L. Olcay2, Z. YÄ±lmaz1, M. KervancÄ±oÄlu1, K. Tokel1, N.  Ãzbek1","1BaÅkent University, Ankara, Turkey, 2Oncology Hospital, Ankara,  Turkey","Chromosome 22q11.2 deletions are associated with a wide variety  of phenotypic abnormalities, and are responsible for the majority  of cases with DiGeorge syndrome and velocardiofacial syndrom.  The complete spectrum of clinical features associated with this  deletion is currently defined and categorized under the heading of  ââchromosome 22q11.2 deletion syndromeââ (22qDS). Recent studies  demonstrated 25 genes identified in this locus. Myelodysplasia (MD)  refers to abnormal bone marrow (BM) and/or peripheral blood smear  (PBS) morphology frequently associated with certain genetic defects.  We previously found MD findings in BM and PBSs in a patient with  22qDS. For that reason we searched 5 patients with 22qDS [4 with  conotruncal congenital heart defects (CTCHD) including index case,  1 with no cardiac abnormality], 3 patients with CTCHD without 22qDS  and 8 normal children who only have infection at time of sampling.  Patients with 22qDS (5) and patients who have CTCHD without  22qDS (3), had not any infection in this study. We found that MD  scores of patients with 22qDS were significantly higher than those  who do not carry this deletion. We suggest the gene(s) deleted in  22q11.2 region may be responsible for these findings.",2003
Detection of deletions in chromosome 22q11  by microarray comparative genomic hybridization  (microarray CGH).,P199.,"J. Shaw Smith1, K. Woodfine2, H. Fiegler2, M. Bobrow1, N. P.  Carter2","1Addenbrookeâs Hospital, Cambridge, United Kingdom, 2Sanger Institute, Wellcome Trust Genome Campus, Hinxton, United  Kingdom","We have constructed a genomic microarray consisting of the  chromosome 22 tiling path and used it to study patients with known  chromosome 22q11 deletions in order to validate this method for the  detection of small chromosomal deletions. A tiling microarray was constructed using sequenced golden path  clones from chromosome 22. DNA from patients with known 22q11  deletions confirmed by FISH analysis was labeled with Cy3 and  hybridized to Cy 5 labeled control DNA, either from a lymphoblastoid  cell line or from a pooled panel of DNA samples extracted from whole  blood. The labeled DNA was then co hybridized to the chromosome  22 tile path array. Ratio of intensities of test and control DNA was  calculated. We found that 22q11 deletions were readily detectable by this  method. Not all clones within the deleted region gave the expected 1: 2 hybridization ratio and it is likely that this is due to the high repeat  content of the region. Hybridizations to the control lymphoblastoid cell  line also showed an apparent duplication in the region flanking the  telomeric end of the deletion, at the immunoglobulin lambda variable  (IGLV) locus, that was not evident on repeat hybridization to the  pooled DNA samples. This âduplicationâ is likely to be due to deletion  at the IGLV locus in the B cell line used for control DNA. We conclude that microarray CGH is valid for the detection of  chromosomal deletions and, when extended to other chromosomes,  will prove useful for diagnosis in patients with a normal G banded  karyotype and negative FISH studies.",2003
Assessment of the incidence and clinical relevance  of atypical 22q11.2 deletions,P200.,"Rauch1, A. Koch2, R. Rauch3, M. Zenker1, H. Singer2, M. Hofbeck3","1Institute of Human Genetics, Friedrich Alexander University  Erlangen Nuremberg, Erlangen, Germany, 2Department of Pediatric  Cardiology, Friedrich Alexander University Erlangen Nuremberg,  Erlangen, Germany, 3Department of Pediatric Cardiology, University  Tuebingen, Tuebingen, Germany","The clinical variability of the common 3 Mb 22q11.2 microdeletion  is well known and led to a broad application of FISH diagnostic with  probes for the loci TUPLE1/HIRA or D22S75, although rarely reported  atypical deletions would not be discovered by these tests. As virtually  all types of 22q11.2 deletions occurred between several low copy  repeats (LCR), we assumed that atypical deletions might be more  common than reported. Therefore we established a set of 10 DNA  probes which would detect all reported and hypothetical types of  deletions in between the LCR. First we analysed 73 retrospective patients with typical congenital  heart defects (CHD), which had been tested 22q11.2 normal with  the conventional probes. As we did not detect any deletion, we  subsequently analysed 104 prospective patients, 78 of whom had a  typical CHD and 26 patients who were referred for atypical CHD, cleft  palate or developmental delay and who were suspicious of 22q11.2  deletion.In these prospective study group we detected 31 deletions.  84 % of the deletions represented the common 3 Mb deletion, 10  % the proximal 1.5 Mb deletion, and 6 % atypical distal deletions,  one within the 3 Mb interval, and one distally to the 3 Mb region.  Both of the atypical distal deletions occurred in patients with atypical  phenotype. Although it is known from earlier case reports, that the  phenotypic spectrum in atypical deletions might be as broad as in  the typical ones, our systematic study shows, that atypical deletions  occur more common with atypical mild phenotypes.",2003
